bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
10,10041,7,4,1,7,87,130,2020-05-23 09:15:00
10,10042,2,2,0,2,18,7,2020-05-23 09:15:00
10,10043,3,0,0,3,30,19,2020-05-23 09:15:00
10,10044,4,1,1,3,31,40,2020-05-23 09:15:00
10,10045,2,5,1,2,122,150,2020-05-23 09:15:00
10,10046,1,0,0,1,7,9,2020-05-23 09:15:00
11,11000,61,62,56,42,456,1071,2020-05-23 09:15:00
12,12051,3,0,0,3,11,47,2020-05-23 09:15:00
12,12052,2,0,0,2,50,66,2020-05-23 09:15:00
12,12053,1,0,0,1,13,28,2020-05-23 09:15:00
12,12054,4,3,2,4,31,36,2020-05-23 09:15:00
12,12060,2,5,1,2,47,65,2020-05-23 09:15:00
12,12061,5,0,0,5,23,48,2020-05-23 09:15:00
12,12062,3,0,0,3,28,15,2020-05-23 09:15:00
12,12063,3,0,0,2,18,10,2020-05-23 09:15:00
12,12064,3,2,1,3,24,15,2020-05-23 09:15:00
12,12065,5,0,0,5,33,26,2020-05-23 09:15:00
12,12066,1,3,1,1,18,22,2020-05-23 09:15:00
12,12067,4,2,2,4,78,74,2020-05-23 09:15:00
12,12068,3,0,0,3,22,24,2020-05-23 09:15:00
12,12069,3,1,0,3,41,60,2020-05-23 09:15:00
12,12070,1,0,0,1,11,3,2020-05-23 09:15:00
12,12071,3,0,0,3,11,12,2020-05-23 09:15:00
12,12072,2,0,0,2,9,13,2020-05-23 09:15:00
12,12073,4,0,0,4,25,20,2020-05-23 09:15:00
13,13003,2,1,1,2,37,82,2020-05-23 09:15:00
13,13004,1,0,0,1,7,47,2020-05-23 09:15:00
13,13071,4,2,0,4,26,57,2020-05-23 09:15:00
13,13072,6,0,0,4,40,28,2020-05-23 09:15:00
13,13073,4,0,0,4,27,38,2020-05-23 09:15:00
13,13074,2,0,0,2,12,36,2020-05-23 09:15:00
13,13075,7,0,0,7,69,159,2020-05-23 09:15:00
13,13076,7,0,0,7,31,126,2020-05-23 09:15:00
14,14511,3,1,0,3,70,142,2020-05-23 09:15:00
14,14521,6,2,1,6,37,59,2020-05-23 09:15:00
14,14522,5,0,0,5,39,32,2020-05-23 09:15:00
14,14523,4,0,0,4,40,52,2020-05-23 09:15:00
14,14524,6,4,3,5,35,82,2020-05-23 09:15:00
14,14612,12,4,0,6,80,209,2020-05-23 09:15:00
14,14625,6,3,1,5,26,39,2020-05-23 09:15:00
14,14626,6,0,0,6,28,38,2020-05-23 09:15:00
14,14627,5,1,0,5,48,48,2020-05-23 09:15:00
14,14628,6,28,9,6,56,66,2020-05-23 09:15:00
14,14713,9,2,1,7,165,266,2020-05-23 09:15:00
14,14729,3,0,0,3,21,31,2020-05-23 09:15:00
14,14730,8,0,0,8,40,41,2020-05-23 09:15:00
15,15001,2,0,0,2,22,26,2020-05-23 09:15:00
15,15002,6,4,3,5,85,210,2020-05-23 09:15:00
15,15003,7,1,1,5,47,180,2020-05-23 09:15:00
15,15081,2,0,0,2,5,15,2020-05-23 09:15:00
15,15082,3,0,0,3,31,34,2020-05-23 09:15:00
15,15083,2,0,0,2,20,18,2020-05-23 09:15:00
15,15084,3,0,0,3,34,25,2020-05-23 09:15:00
15,15085,4,0,0,4,29,27,2020-05-23 09:15:00
15,15086,2,2,2,2,12,16,2020-05-23 09:15:00
15,15087,3,0,0,3,25,12,2020-05-23 09:15:00
15,15088,2,1,0,2,9,14,2020-05-23 09:15:00
15,15089,4,0,0,4,30,43,2020-05-23 09:15:00
15,15090,2,0,0,2,30,18,2020-05-23 09:15:00
15,15091,2,0,0,2,37,26,2020-05-23 09:15:00
16,16051,2,2,0,2,39,57,2020-05-23 09:15:00
16,16052,1,3,1,1,5,41,2020-05-23 09:15:00
16,16053,1,4,1,1,27,88,2020-05-23 09:15:00
16,16054,1,1,0,1,24,10,2020-05-23 09:15:00
16,16055,1,0,0,1,5,11,2020-05-23 09:15:00
16,16056,1,0,0,1,23,21,2020-05-23 09:15:00
16,16061,3,0,0,3,15,13,2020-05-23 09:15:00
16,16062,3,5,3,3,47,34,2020-05-23 09:15:00
16,16063,3,0,0,3,22,65,2020-05-23 09:15:00
16,16064,3,2,2,3,45,28,2020-05-23 09:15:00
16,16065,1,0,0,1,6,12,2020-05-23 09:15:00
16,16066,2,2,0,2,20,28,2020-05-23 09:15:00
16,16067,2,5,1,2,21,20,2020-05-23 09:15:00
16,16068,1,0,0,1,8,6,2020-05-23 09:15:00
16,16069,1,0,0,1,2,6,2020-05-23 09:15:00
16,16070,2,0,0,2,8,8,2020-05-23 09:15:00
16,16071,3,4,3,3,59,67,2020-05-23 09:15:00
16,16072,1,0,0,1,5,3,2020-05-23 09:15:00
16,16073,1,0,0,1,8,14,2020-05-23 09:15:00
16,16074,1,0,0,1,12,4,2020-05-23 09:15:00
16,16075,1,0,0,1,5,1,2020-05-23 09:15:00
16,16076,1,3,2,1,9,8,2020-05-23 09:15:00
16,16077,2,0,0,1,31,27,2020-05-23 09:15:00
1,1001,2,1,1,2,49,33,2020-05-21 09:15:00
1,1002,5,1,0,3,117,121,2020-05-21 09:15:00
1,1003,2,1,1,2,129,114,2020-05-21 09:15:00
1,1004,1,0,0,1,25,15,2020-05-21 09:15:00
1,1051,1,2,2,1,56,31,2020-05-21 09:15:00
1,1053,2,0,0,2,8,16,2020-05-21 09:15:00
1,1054,3,0,0,3,20,22,2020-05-21 09:15:00
1,1055,3,0,0,3,26,26,2020-05-21 09:15:00
1,1056,2,1,0,2,8,25,2020-05-21 09:15:00
1,1057,1,0,0,1,4,8,2020-05-21 09:15:00
1,1058,3,0,0,3,17,33,2020-05-21 09:15:00
1,1059,1,2,1,1,8,16,2020-05-21 09:15:00
1,1060,4,0,0,4,48,82,2020-05-21 09:15:00
1,1061,1,0,0,1,19,21,2020-05-21 09:15:00
1,1062,3,1,1,3,29,30,2020-05-21 09:15:00
2,2000,28,34,26,24,368,612,2020-05-21 09:15:00
3,3101,5,1,0,5,71,85,2020-05-21 09:15:00
3,3102,2,0,0,2,23,15,2020-05-21 09:15:00
3,3103,1,0,0,1,31,17,2020-05-21 09:15:00
3,3151,2,0,0,2,15,13,2020-05-21 09:15:00
3,3153,3,2,0,3,50,39,2020-05-21 09:15:00
3,3154,1,0,0,1,18,20,2020-05-21 09:15:00
3,3155,2,0,0,2,6,17,2020-05-21 09:15:00
3,3157,1,0,0,1,9,13,2020-05-21 09:15:00
3,3158,1,1,1,1,8,8,2020-05-21 09:15:00
3,3159,8,4,3,7,95,136,2020-05-21 09:15:00
3,3241,16,17,10,16,158,340,2020-05-21 09:15:00
3,3251,3,1,0,3,10,6,2020-05-21 09:15:00
3,3252,4,2,2,4,8,51,2020-05-21 09:15:00
3,3254,5,2,1,4,37,55,2020-05-21 09:15:00
3,3255,1,0,0,1,4,10,2020-05-21 09:15:00
3,3256,1,0,0,1,20,14,2020-05-21 09:15:00
3,3257,1,1,1,1,6,18,2020-05-21 09:15:00
3,3351,3,0,0,1,14,27,2020-05-21 09:15:00
3,3352,2,0,0,2,8,10,2020-05-21 09:15:00
3,3353,3,0,0,3,27,35,2020-05-21 09:15:00
3,3354,1,0,0,1,20,5,2020-05-21 09:15:00
3,3355,2,0,0,2,12,26,2020-05-21 09:15:00
3,3356,2,0,0,2,6,9,2020-05-21 09:15:00
3,3357,3,0,0,2,14,20,2020-05-21 09:15:00
3,3358,3,0,0,3,18,17,2020-05-21 09:15:00
3,3359,3,0,0,2,12,25,2020-05-21 09:15:00
3,3360,2,0,0,2,30,49,2020-05-21 09:15:00
3,3361,2,0,0,2,9,8,2020-05-21 09:15:00
3,3401,1,2,2,1,10,17,2020-05-21 09:15:00
3,3402,1,2,0,1,5,16,2020-05-21 09:15:00
3,3403,4,7,5,3,101,85,2020-05-21 09:15:00
3,3404,4,4,2,4,106,44,2020-05-21 09:15:00
3,3405,1,2,1,1,26,8,2020-05-21 09:15:00
3,3451,3,0,0,2,16,24,2020-05-21 09:15:00
3,3452,3,0,0,3,19,23,2020-05-21 09:15:00
3,3453,3,2,1,3,15,33,2020-05-21 09:15:00
3,3454,7,3,2,7,35,64,2020-05-21 09:15:00
3,3455,2,0,0,2,10,27,2020-05-21 09:15:00
3,3456,1,3,1,1,11,19,2020-05-21 09:15:00
3,3457,3,0,0,2,17,26,2020-05-21 09:15:00
3,3458,1,0,0,1,7,8,2020-05-21 09:15:00
3,3459,8,0,0,7,66,55,2020-05-21 09:15:00
3,3460,3,0,0,3,37,19,2020-05-21 09:15:00
3,3461,2,0,0,2,8,8,2020-05-21 09:15:00
3,3462,1,0,0,1,5,8,2020-05-21 09:15:00
4,4011,10,6,2,9,84,109,2020-05-21 09:15:00
4,4012,3,3,3,3,16,54,2020-05-21 09:15:00
5,5111,12,9,2,11,68,245,2020-05-21 09:15:00
5,5112,13,12,7,9,80,184,2020-05-21 09:15:00
5,5113,15,14,11,14,95,262,2020-05-21 09:15:00
5,5114,6,6,5,4,21,71,2020-05-21 09:15:00
5,5116,5,3,3,4,36,80,2020-05-21 09:15:00
5,5117,2,3,2,2,19,34,2020-05-21 09:15:00
5,5119,6,0,0,4,30,50,2020-05-21 09:15:00
5,5120,1,0,0,1,14,22,2020-05-21 09:15:00
5,5122,3,6,6,3,43,50,2020-05-21 09:15:00
5,5124,5,2,2,5,86,107,2020-05-21 09:15:00
5,5154,5,3,3,5,22,44,2020-05-21 09:15:00
5,5158,6,0,0,6,50,35,2020-05-21 09:15:00
5,5162,7,3,2,6,39,81,2020-05-21 09:15:00
5,5166,3,1,1,3,24,25,2020-05-21 09:15:00
5,5170,9,13,3,8,72,108,2020-05-21 09:15:00
5,5314,16,11,6,11,73,212,2020-05-21 09:15:00
5,5315,26,8,6,18,100,342,2020-05-21 09:15:00
5,5316,4,0,0,2,40,48,2020-05-21 09:15:00
5,5334,10,23,21,7,66,255,2020-05-21 09:15:00
5,5358,6,0,0,5,27,49,2020-05-21 09:15:00
5,5362,7,1,1,7,24,56,2020-05-21 09:15:00
5,5366,3,3,1,3,6,47,2020-05-21 09:15:00
5,5370,3,5,2,3,10,27,2020-05-21 09:15:00
5,5374,7,0,0,7,42,56,2020-05-21 09:15:00
5,5378,4,1,0,4,25,30,2020-05-21 09:15:00
5,5382,6,2,0,6,13,73,2020-05-21 09:15:00
5,5512,2,2,1,2,45,21,2020-05-21 09:15:00
5,5513,6,2,0,4,62,69,2020-05-21 09:15:00
5,5515,8,7,6,7,61,203,2020-05-21 09:15:00
5,5554,5,2,1,5,46,38,2020-05-21 09:15:00
5,5558,3,1,0,3,24,13,2020-05-21 09:15:00
5,5562,14,2,0,14,113,169,2020-05-21 09:15:00
5,5566,6,5,5,5,31,62,2020-05-21 09:15:00
5,5570,5,0,0,5,38,26,2020-05-21 09:15:00
5,5711,5,2,2,4,43,119,2020-05-21 09:15:00
5,5754,3,0,0,3,28,26,2020-05-21 09:15:00
5,5758,4,2,2,3,23,48,2020-05-21 09:15:00
5,5762,5,3,1,5,19,24,2020-05-21 09:15:00
5,5766,2,1,1,2,29,52,2020-05-21 09:15:00
5,5770,6,4,3,6,47,105,2020-05-21 09:15:00
5,5774,5,3,3,4,46,75,2020-05-21 09:15:00
5,5911,8,1,0,6,97,158,2020-05-21 09:15:00
5,5913,9,5,3,9,62,248,2020-05-21 09:15:00
5,5914,5,0,0,5,51,37,2020-05-21 09:15:00
5,5915,6,0,0,5,36,53,2020-05-21 09:15:00
5,5916,4,4,4,4,28,44,2020-05-21 09:15:00
5,5954,6,1,0,6,36,69,2020-05-21 09:15:00
5,5958,8,3,1,8,62,64,2020-05-21 09:15:00
5,5962,8,5,3,8,46,85,2020-05-21 09:15:00
5,5966,3,2,2,3,23,24,2020-05-21 09:15:00
5,5970,6,1,1,6,34,106,2020-05-21 09:15:00
5,5974,7,0,0,6,23,49,2020-05-21 09:15:00
5,5978,8,0,0,8,52,83,2020-05-21 09:15:00
6,6411,6,3,1,4,37,40,2020-05-21 09:15:00
6,6412,15,20,12,12,67,249,2020-05-21 09:15:00
6,6413,2,3,3,2,46,68,2020-05-21 09:15:00
6,6414,5,6,6,4,51,87,2020-05-21 09:15:00
6,6431,5,1,0,5,14,33,2020-05-21 09:15:00
6,6432,2,8,5,2,4,23,2020-05-21 09:15:00
6,6433,2,2,1,2,8,21,2020-05-21 09:15:00
6,6434,3,0,0,3,10,22,2020-05-21 09:15:00
6,6435,5,6,5,4,32,70,2020-05-21 09:15:00
6,6436,2,2,2,2,12,21,2020-05-21 09:15:00
6,6437,2,7,6,2,15,110,2020-05-21 09:15:00
6,6438,2,8,8,2,18,36,2020-05-21 09:15:00
6,6439,2,1,1,2,16,6,2020-05-21 09:15:00
6,6440,5,3,1,5,63,71,2020-05-21 09:15:00
6,6531,4,12,7,4,47,230,2020-05-21 09:15:00
6,6532,2,0,0,2,25,44,2020-05-21 09:15:00
6,6533,3,0,0,3,21,39,2020-05-21 09:15:00
6,6534,3,2,1,3,41,139,2020-05-21 09:15:00
6,6535,4,1,0,4,28,11,2020-05-21 09:15:00
6,6611,6,1,1,6,44,147,2020-05-21 09:15:00
6,6631,3,3,2,3,20,61,2020-05-21 09:15:00
6,6632,3,0,0,3,29,45,2020-05-21 09:15:00
6,6633,4,0,0,4,20,21,2020-05-21 09:15:00
6,6634,3,2,1,3,32,19,2020-05-21 09:15:00
6,6635,7,1,0,7,47,77,2020-05-21 09:15:00
6,6636,3,0,0,3,38,20,2020-05-21 09:15:00
7,7111,5,0,0,4,56,53,2020-05-21 09:15:00
7,7131,2,2,0,2,5,20,2020-05-21 09:15:00
7,7132,2,0,0,2,6,10,2020-05-21 09:15:00
7,7133,4,0,0,4,30,21,2020-05-21 09:15:00
7,7134,2,1,0,2,15,13,2020-05-21 09:15:00
7,7135,2,0,0,2,13,4,2020-05-21 09:15:00
7,7137,4,0,0,4,25,19,2020-05-21 09:15:00
7,7138,5,0,0,5,30,49,2020-05-21 09:15:00
7,7140,2,0,0,2,10,4,2020-05-21 09:15:00
7,7141,5,2,2,5,27,20,2020-05-21 09:15:00
7,7143,4,0,0,4,17,19,2020-05-21 09:15:00
7,7211,4,0,0,3,40,79,2020-05-21 09:15:00
7,7231,2,0,0,2,18,16,2020-05-21 09:15:00
7,7232,2,0,0,2,4,13,2020-05-21 09:15:00
7,7233,2,0,0,2,15,0,2020-05-21 09:15:00
7,7235,2,0,0,2,12,4,2020-05-21 09:15:00
7,7311,1,1,0,1,4,17,2020-05-21 09:15:00
7,7312,1,3,3,1,61,113,2020-05-21 09:15:00
7,7313,3,5,3,2,14,10,2020-05-21 09:15:00
7,7314,4,3,1,4,56,74,2020-05-21 09:15:00
7,7315,3,6,3,2,86,163,2020-05-21 09:15:00
7,7316,1,0,0,1,8,13,2020-05-21 09:15:00
7,7317,1,0,0,1,7,9,2020-05-21 09:15:00
7,7318,3,3,2,2,8,28,2020-05-21 09:15:00
7,7319,1,0,0,1,8,23,2020-05-21 09:15:00
7,7320,1,0,0,1,7,7,2020-05-21 09:15:00
7,7331,1,0,0,1,4,4,2020-05-21 09:15:00
7,7332,2,1,1,2,6,11,2020-05-21 09:15:00
7,7333,2,0,0,2,5,7,2020-05-21 09:15:00
7,7334,2,0,0,2,18,11,2020-05-21 09:15:00
7,7335,1,0,0,1,8,6,2020-05-21 09:15:00
7,7336,1,0,0,1,1,15,2020-05-21 09:15:00
7,7337,2,0,0,2,8,9,2020-05-21 09:15:00
7,7339,2,5,4,2,16,12,2020-05-21 09:15:00
7,7340,1,0,0,1,6,3,2020-05-21 09:15:00
8,8111,11,14,8,10,218,308,2020-05-21 09:15:00
8,8115,4,3,0,4,29,28,2020-05-21 09:15:00
8,8116,6,6,3,4,31,61,2020-05-21 09:15:00
8,8117,4,1,1,3,27,48,2020-05-21 09:15:00
8,8118,5,14,8,4,133,84,2020-05-21 09:15:00
8,8119,2,6,4,2,64,45,2020-05-21 09:15:00
8,8121,1,6,6,1,30,38,2020-05-21 09:15:00
8,8125,2,4,3,2,17,37,2020-05-21 09:15:00
8,8126,1,1,0,1,4,8,2020-05-21 09:15:00
8,8127,2,3,1,2,16,31,2020-05-21 09:15:00
8,8128,3,5,4,3,37,31,2020-05-21 09:15:00
8,8135,1,0,0,1,9,15,2020-05-21 09:15:00
8,8136,3,2,2,3,29,21,2020-05-21 09:15:00
8,8211,2,0,0,1,13,11,2020-05-21 09:15:00
8,8212,4,0,0,4,56,115,2020-05-21 09:15:00
8,8215,3,3,2,3,19,47,2020-05-21 09:15:00
8,8216,2,0,0,2,0,15,2020-05-21 09:15:00
8,8221,6,12,8,6,115,213,2020-05-21 09:15:00
8,8222,5,8,7,3,25,119,2020-05-21 09:15:00
8,8225,3,0,0,3,7,8,2020-05-21 09:15:00
8,8226,4,3,1,4,11,38,2020-05-21 09:15:00
8,8231,2,2,2,2,33,40,2020-05-21 09:15:00
8,8235,2,2,1,2,9,13,2020-05-21 09:15:00
8,8236,2,1,0,2,3,14,2020-05-21 09:15:00
8,8237,1,0,0,1,5,9,2020-05-21 09:15:00
8,8311,4,6,4,4,45,136,2020-05-21 09:15:00
8,8315,4,0,0,4,48,79,2020-05-21 09:15:00
8,8316,3,1,1,3,5,29,2020-05-21 09:15:00
8,8317,6,5,2,6,55,65,2020-05-21 09:15:00
8,8325,2,4,2,2,7,9,2020-05-21 09:15:00
8,8326,5,15,3,2,43,48,2020-05-21 09:15:00
8,8327,1,3,3,1,14,6,2020-05-21 09:15:00
8,8335,7,1,0,6,29,62,2020-05-21 09:15:00
8,8336,1,0,0,1,10,15,2020-05-21 09:15:00
8,8337,2,2,2,2,10,28,2020-05-21 09:15:00
8,8415,2,1,1,1,18,38,2020-05-21 09:15:00
8,8416,5,9,9,2,26,98,2020-05-21 09:15:00
8,8417,1,5,3,1,9,21,2020-05-21 09:15:00
8,8421,3,5,2,3,66,89,2020-05-21 09:15:00
8,8425,2,1,0,2,21,9,2020-05-21 09:15:00
8,8426,1,1,0,1,16,11,2020-05-21 09:15:00
8,8435,3,2,2,3,37,37,2020-05-21 09:15:00
8,8436,5,2,1,4,16,47,2020-05-21 09:15:00
8,8437,2,2,1,2,16,11,2020-05-21 09:15:00
9,9161,2,0,0,1,14,42,2020-05-21 09:15:00
9,9162,28,69,50,26,220,572,2020-05-21 09:15:00
9,9163,1,2,1,1,46,24,2020-05-21 09:15:00
9,9171,3,0,0,2,5,32,2020-05-21 09:15:00
9,9172,3,2,2,3,3,20,2020-05-21 09:15:00
9,9173,2,2,2,2,8,20,2020-05-21 09:15:00
9,9174,1,4,3,1,41,27,2020-05-21 09:15:00
9,9175,1,1,1,1,8,12,2020-05-21 09:15:00
9,9176,3,4,2,3,23,56,2020-05-21 09:15:00
9,9177,1,0,0,1,10,17,2020-05-21 09:15:00
9,9178,1,1,0,1,6,18,2020-05-21 09:15:00
9,9179,1,0,0,1,4,11,2020-05-21 09:15:00
9,9180,2,0,0,2,50,65,2020-05-21 09:15:00
9,9181,1,1,0,1,4,6,2020-05-21 09:15:00
9,9182,1,1,1,1,22,8,2020-05-21 09:15:00
9,9183,1,0,0,1,18,11,2020-05-21 09:15:00
9,9184,2,0,0,2,8,10,2020-05-21 09:15:00
9,9185,3,2,1,2,5,12,2020-05-21 09:15:00
9,9186,1,0,0,1,6,7,2020-05-21 09:15:00
9,9187,5,11,7,5,18,47,2020-05-21 09:15:00
9,9188,5,1,1,5,46,43,2020-05-21 09:15:00
9,9189,3,4,3,2,15,46,2020-05-21 09:15:00
9,9190,3,0,0,3,25,19,2020-05-21 09:15:00
9,9261,4,1,1,3,20,45,2020-05-21 09:15:00
9,9262,3,1,1,2,18,36,2020-05-21 09:15:00
9,9263,1,1,1,1,18,26,2020-05-21 09:15:00
9,9271,2,8,1,2,8,27,2020-05-21 09:15:00
9,9272,2,0,0,2,11,11,2020-05-21 09:15:00
9,9273,3,0,0,3,25,7,2020-05-21 09:15:00
9,9274,1,2,1,1,4,6,2020-05-21 09:15:00
9,9275,1,1,1,1,3,15,2020-05-21 09:15:00
9,9276,2,1,1,2,15,10,2020-05-21 09:15:00
9,9277,1,4,3,1,26,9,2020-05-21 09:15:00
9,9278,2,1,0,2,20,4,2020-05-21 09:15:00
9,9279,2,4,1,2,5,14,2020-05-21 09:15:00
9,9361,1,3,2,1,13,13,2020-05-21 09:15:00
9,9362,5,49,36,4,138,301,2020-05-21 09:15:00
9,9363,1,10,4,1,19,66,2020-05-21 09:15:00
9,9371,1,2,1,1,6,8,2020-05-21 09:15:00
9,9372,1,0,0,1,6,11,2020-05-21 09:15:00
9,9373,1,1,1,1,17,18,2020-05-21 09:15:00
9,9375,2,5,5,2,3,11,2020-05-21 09:15:00
9,9376,4,2,2,4,29,20,2020-05-21 09:15:00
9,9461,4,0,0,1,23,36,2020-05-21 09:15:00
9,9462,5,0,0,2,24,43,2020-05-21 09:15:00
9,9464,1,0,0,1,10,32,2020-05-21 09:15:00
9,9471,2,0,0,2,13,5,2020-05-21 09:15:00
9,9472,1,0,0,1,6,3,2020-05-21 09:15:00
9,9474,2,0,0,2,8,17,2020-05-21 09:15:00
9,9475,2,1,1,2,5,12,2020-05-21 09:15:00
9,9476,1,1,1,1,5,10,2020-05-21 09:15:00
9,9477,1,0,0,1,10,28,2020-05-21 09:15:00
9,9478,2,2,2,2,7,21,2020-05-21 09:15:00
9,9479,2,0,0,2,12,8,2020-05-21 09:15:00
9,9561,2,2,2,2,18,13,2020-05-21 09:15:00
9,9562,2,0,0,2,3,23,2020-05-21 09:15:00
9,9563,2,2,2,2,29,24,2020-05-21 09:15:00
9,9564,8,6,6,6,96,144,2020-05-21 09:15:00
9,9565,1,0,0,1,3,4,2020-05-21 09:15:00
9,9571,2,1,1,2,17,7,2020-05-21 09:15:00
9,9572,1,1,0,1,3,3,2020-05-21 09:15:00
9,9574,3,0,0,3,6,17,2020-05-21 09:15:00
9,9575,3,1,0,2,21,50,2020-05-21 09:15:00
9,9576,1,0,0,1,6,5,2020-05-21 09:15:00
9,9577,2,1,1,2,5,11,2020-05-21 09:15:00
9,9661,1,6,5,1,13,49,2020-05-21 09:15:00
9,9662,2,2,1,2,5,46,2020-05-21 09:15:00
9,9663,3,7,7,3,50,112,2020-05-21 09:15:00
9,9671,1,1,0,1,0,9,2020-05-21 09:15:00
9,9672,4,1,0,4,11,45,2020-05-21 09:15:00
9,9673,1,1,0,1,49,126,2020-05-21 09:15:00
9,9674,2,0,0,2,10,6,2020-05-21 09:15:00
9,9675,1,0,0,1,5,6,2020-05-21 09:15:00
9,9676,1,0,0,1,3,11,2020-05-21 09:15:00
9,9677,1,0,0,1,5,4,2020-05-21 09:15:00
9,9678,2,0,0,2,10,14,2020-05-21 09:15:00
9,9679,1,0,0,1,7,5,2020-05-21 09:15:00
9,9761,3,0,0,2,33,116,2020-05-21 09:15:00
9,9762,1,0,0,1,7,24,2020-05-21 09:15:00
9,9763,1,1,1,1,2,29,2020-05-21 09:15:00
9,9764,1,0,0,1,8,23,2020-05-21 09:15:00
9,9771,2,3,2,2,11,15,2020-05-21 09:15:00
9,9772,2,0,0,2,5,8,2020-05-21 09:15:00
9,9773,2,0,0,2,6,18,2020-05-21 09:15:00
9,9774,4,1,0,4,22,49,2020-05-21 09:15:00
9,9775,2,0,0,2,11,11,2020-05-21 09:15:00
9,9776,2,0,0,2,8,7,2020-05-21 09:15:00
9,9777,3,0,0,3,11,12,2020-05-21 09:15:00
9,9778,2,0,0,2,9,12,2020-05-21 09:15:00
9,9779,3,1,0,3,12,23,2020-05-21 09:15:00
9,9780,1,1,1,1,24,12,2020-05-21 09:15:00
10,10041,7,4,2,7,89,131,2020-05-21 09:15:00
10,10042,2,1,1,2,13,12,2020-05-21 09:15:00
10,10043,3,0,0,3,24,25,2020-05-21 09:15:00
10,10044,4,1,1,3,30,41,2020-05-21 09:15:00
10,10045,2,8,2,2,103,169,2020-05-21 09:15:00
10,10046,1,0,0,1,2,14,2020-05-21 09:15:00
11,11000,61,63,60,42,417,1113,2020-05-21 09:15:00
12,12051,3,0,0,3,8,51,2020-05-21 09:15:00
12,12052,2,0,0,2,52,60,2020-05-21 09:15:00
12,12053,1,0,0,1,15,26,2020-05-21 09:15:00
12,12054,4,3,2,4,28,39,2020-05-21 09:15:00
12,12060,2,10,2,2,41,71,2020-05-21 09:15:00
12,12061,5,0,0,5,13,59,2020-05-21 09:15:00
12,12062,3,0,0,3,16,24,2020-05-21 09:15:00
12,12063,3,1,0,2,14,13,2020-05-21 09:15:00
12,12064,3,2,2,3,17,22,2020-05-21 09:15:00
12,12065,5,0,0,5,29,30,2020-05-21 09:15:00
12,12066,1,3,1,1,20,20,2020-05-21 09:15:00
12,12067,4,2,2,4,87,65,2020-05-21 09:15:00
12,12068,3,1,0,3,23,23,2020-05-21 09:15:00
12,12069,3,0,0,3,38,61,2020-05-21 09:15:00
12,12070,2,1,0,2,17,8,2020-05-21 09:15:00
12,12071,3,0,0,3,11,12,2020-05-21 09:15:00
12,12072,2,0,0,2,10,12,2020-05-21 09:15:00
12,12073,4,0,0,4,21,24,2020-05-21 09:15:00
13,13003,2,1,1,2,43,76,2020-05-21 09:15:00
13,13004,1,0,0,1,3,51,2020-05-21 09:15:00
13,13071,5,2,0,5,40,52,2020-05-21 09:15:00
13,13072,6,0,0,4,36,31,2020-05-21 09:15:00
13,13073,4,0,0,4,17,33,2020-05-21 09:15:00
13,13074,2,0,0,2,17,33,2020-05-21 09:15:00
13,13075,7,1,1,7,72,158,2020-05-21 09:15:00
13,13076,7,1,0,7,39,118,2020-05-21 09:15:00
14,14511,3,1,0,3,34,141,2020-05-21 09:15:00
14,14521,5,3,2,5,37,48,2020-05-21 09:15:00
14,14522,5,0,0,5,41,30,2020-05-21 09:15:00
14,14523,4,0,0,4,37,55,2020-05-21 09:15:00
14,14524,6,4,2,5,39,82,2020-05-21 09:15:00
14,14612,12,5,2,6,81,209,2020-05-21 09:15:00
14,14625,6,2,1,5,28,44,2020-05-21 09:15:00
14,14626,6,0,0,6,28,38,2020-05-21 09:15:00
14,14627,5,1,0,5,49,47,2020-05-21 09:15:00
14,14628,6,26,6,6,61,65,2020-05-21 09:15:00
14,14713,9,3,2,7,156,276,2020-05-21 09:15:00
14,14729,3,0,0,3,14,38,2020-05-21 09:15:00
14,14730,8,0,0,8,43,38,2020-05-21 09:15:00
15,15001,1,0,0,1,3,3,2020-05-21 09:15:00
15,15002,6,6,3,5,80,219,2020-05-21 09:15:00
15,15003,7,1,1,5,32,194,2020-05-21 09:15:00
15,15081,2,0,0,2,6,14,2020-05-21 09:15:00
15,15082,3,0,0,3,35,38,2020-05-21 09:15:00
15,15083,2,1,0,2,15,23,2020-05-21 09:15:00
15,15084,3,0,0,3,28,29,2020-05-21 09:15:00
15,15085,4,0,0,4,23,33,2020-05-21 09:15:00
15,15086,2,1,1,2,13,19,2020-05-21 09:15:00
15,15087,3,0,0,3,28,9,2020-05-21 09:15:00
15,15088,2,0,0,2,8,15,2020-05-21 09:15:00
15,15089,4,0,0,4,27,46,2020-05-21 09:15:00
15,15090,2,0,0,2,27,22,2020-05-21 09:15:00
15,15091,2,0,0,2,35,28,2020-05-21 09:15:00
16,16051,2,2,0,2,27,69,2020-05-21 09:15:00
16,16052,1,2,1,1,6,40,2020-05-21 09:15:00
16,16053,1,4,1,1,22,93,2020-05-21 09:15:00
16,16054,1,1,0,1,20,14,2020-05-21 09:15:00
16,16055,1,0,0,1,7,9,2020-05-21 09:15:00
16,16056,1,0,0,1,17,27,2020-05-21 09:15:00
16,16061,3,0,0,3,13,17,2020-05-21 09:15:00
16,16062,3,5,3,3,47,34,2020-05-21 09:15:00
